Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-10-12,S005,P0016,Toys,West,135,96,144,105.08,11.92,20,Cloudy,1,12.77,Summer
2022-11-20,S005,P0014,Toys,East,362,359,141,363.7,47.97,5,Sunny,1,47.8,Winter
2023-09-02,S005,P0019,Toys,East,480,355,170,361.91,53.33,10,Sunny,0,57.3,Summer
2022-08-16,S005,P0016,Toys,North,368,143,113,152.95,35.49,0,Cloudy,0,35.92,Spring
2022-12-14,S005,P0009,Toys,West,391,367,44,364.26,32.23,10,Snowy,1,35.03,Spring
2023-02-12,S005,P0009,Toys,West,141,113,22,121.16,78.03,5,Rainy,0,75.76,Winter
2023-11-08,S005,P0006,Toys,South,255,51,84,55.94,39.04,0,Snowy,0,43.09,Winter
2022-10-04,S005,P0017,Toys,South,415,394,44,407.93,58.37,15,Rainy,0,58.04,Summer
2022-02-07,S005,P0004,Toys,South,115,17,47,36.29,24.11,20,Sunny,0,20.94,Spring
2023-10-29,S005,P0002,Toys,East,257,139,28,134.37,17.28,15,Snowy,0,18.67,Autumn
2022-07-10,S005,P0004,Toys,East,246,78,61,79.11,70.77,20,Rainy,0,72.31,Winter
2022-03-23,S005,P0016,Toys,East,150,137,135,128.94,45.85,20,Snowy,0,46.16,Summer
2022-01-03,S005,P0012,Toys,North,77,72,27,68.01,46.94,20,Rainy,1,46.58,Winter
2022-08-24,S005,P0006,Toys,East,454,447,46,464.29,86.27,10,Snowy,1,89.13,Autumn
2022-07-21,S005,P0010,Toys,South,422,388,106,390.78,26.05,0,Snowy,0,26.8,Autumn
2022-06-30,S005,P0005,Toys,South,74,62,197,79.1,57.98,15,Snowy,0,58.5,Spring
2022-08-15,S005,P0007,Toys,South,492,180,189,187.48,70.55,0,Cloudy,0,70.21,Summer
2022-04-25,S005,P0017,Toys,East,272,97,148,113.82,23.25,20,Rainy,1,25.51,Summer
2022-02-15,S005,P0016,Toys,East,413,382,33,372.73,49.03,10,Sunny,1,45.22,Summer
2022-02-11,S005,P0009,Toys,South,426,177,160,181.52,77.22,20,Sunny,1,81.97,Autumn
2023-01-10,S005,P0015,Toys,North,129,102,63,107.86,73.67,5,Rainy,0,71.51,Summer
2022-04-21,S005,P0017,Toys,South,318,144,105,153.55,70.58,15,Sunny,1,69.63,Autumn
2022-04-30,S005,P0008,Toys,North,499,358,192,361.93,95.29,15,Rainy,0,91.17,Winter
2023-04-30,S005,P0002,Toys,West,273,134,181,140.65,21.27,0,Rainy,0,20.75,Spring
2022-10-13,S005,P0020,Toys,East,189,49,44,53.35,92.63,20,Snowy,0,95.18,Summer
2022-11-21,S005,P0005,Toys,North,192,177,102,193.55,90.26,0,Snowy,1,92.73,Autumn
2023-07-06,S005,P0012,Toys,West,490,116,73,126.22,65.32,20,Cloudy,0,61.06,Autumn
2022-10-05,S005,P0015,Toys,West,494,392,73,388.52,39.82,10,Snowy,0,40.94,Summer
2023-11-28,S005,P0011,Toys,West,306,218,121,226.64,54.75,5,Sunny,1,56.39,Summer
2022-12-23,S005,P0003,Toys,South,60,12,176,4.43,84.54,5,Sunny,0,83.55,Winter
2023-04-26,S005,P0012,Toys,West,246,23,52,34.58,84.66,10,Snowy,0,83.74,Summer
2022-09-11,S005,P0014,Toys,East,446,75,73,86.0,89.04,10,Rainy,1,87.11,Spring
2023-02-06,S005,P0002,Toys,North,399,342,121,352.55,74.08,20,Sunny,0,76.47,Autumn
2023-02-07,S005,P0015,Toys,East,223,162,197,168.79,65.73,20,Snowy,0,63.01,Winter
2022-09-28,S005,P0004,Toys,West,213,115,92,116.61,96.61,15,Cloudy,1,100.92,Spring
2022-05-19,S005,P0012,Toys,West,393,27,140,40.54,56.93,10,Snowy,0,55.91,Summer
2023-05-31,S005,P0010,Toys,East,79,75,132,85.93,91.79,5,Snowy,1,92.59,Spring
2023-10-20,S005,P0001,Toys,South,365,248,146,250.95,51.44,5,Rainy,1,47.76,Autumn
2023-07-11,S005,P0020,Toys,East,329,267,173,283.6,67.54,10,Snowy,0,63.21,Autumn
2023-07-18,S005,P0019,Toys,South,238,187,178,200.43,64.12,20,Cloudy,0,59.38,Spring
2022-03-23,S005,P0008,Toys,West,295,152,76,152.87,36.71,0,Rainy,0,33.39,Autumn
2023-03-20,S005,P0001,Toys,East,238,92,193,108.92,81.99,20,Sunny,0,78.38,Spring
2022-04-20,S005,P0004,Toys,North,414,382,33,392.33,48.97,0,Cloudy,1,46.79,Summer
2023-06-18,S005,P0006,Toys,North,201,77,91,88.94,75.06,10,Cloudy,0,78.52,Autumn
2023-04-24,S005,P0001,Toys,South,492,432,90,435.57,87.94,20,Snowy,1,90.32,Spring
2022-07-25,S005,P0011,Toys,West,419,32,82,30.9,25.15,20,Cloudy,1,23.83,Autumn
2023-08-04,S005,P0011,Toys,North,288,257,198,266.32,39.13,15,Cloudy,0,42.12,Spring
2023-06-01,S005,P0006,Toys,North,300,245,21,240.19,45.88,20,Rainy,0,47.46,Winter
2022-12-16,S005,P0016,Toys,West,226,19,37,9.04,66.24,15,Cloudy,0,70.26,Autumn
2022-10-26,S005,P0018,Toys,South,116,40,139,34.93,37.47,5,Snowy,0,35.87,Autumn
2023-10-11,S005,P0018,Toys,East,335,182,135,195.16,30.45,10,Snowy,1,31.71,Winter
2023-01-05,S005,P0018,Toys,West,425,131,130,134.32,57.3,5,Cloudy,0,55.72,Winter
2023-08-10,S005,P0018,Toys,East,201,54,142,70.36,14.71,20,Cloudy,0,16.9,Spring
2022-01-20,S005,P0017,Toys,South,359,326,190,322.13,34.59,5,Snowy,1,32.07,Winter
2022-12-14,S005,P0005,Toys,North,472,233,162,245.16,49.74,0,Rainy,0,48.57,Spring
2023-12-16,S005,P0019,Toys,East,427,13,75,20.41,56.85,0,Cloudy,1,52.27,Spring
2023-01-02,S005,P0009,Toys,North,358,284,148,274.45,82.62,15,Rainy,0,81.93,Autumn
2022-07-11,S005,P0003,Toys,West,397,0,77,18.08,55.57,15,Sunny,1,53.86,Summer
2022-07-17,S005,P0005,Toys,West,232,70,51,68.69,14.7,10,Snowy,1,10.35,Summer
2023-02-17,S005,P0009,Toys,West,120,59,45,67.7,60.53,15,Rainy,1,64.81,Spring
2022-01-12,S005,P0012,Toys,West,170,78,55,84.14,39.19,5,Sunny,1,36.9,Spring
2023-08-02,S005,P0010,Toys,West,142,20,128,30.06,81.47,20,Cloudy,1,79.96,Winter
2022-11-16,S005,P0017,Toys,North,59,49,125,49.29,45.13,10,Cloudy,1,42.9,Winter
2023-02-17,S005,P0016,Toys,North,458,250,52,266.46,96.97,15,Rainy,0,99.36,Summer
2023-09-24,S005,P0003,Toys,West,458,368,133,366.79,12.68,20,Cloudy,1,15.23,Autumn
2023-09-17,S005,P0015,Toys,North,443,156,28,146.78,81.33,5,Rainy,0,84.58,Autumn
2023-02-26,S005,P0016,Toys,West,262,169,101,172.63,86.72,15,Cloudy,1,85.64,Summer
2022-11-06,S005,P0006,Toys,North,377,338,78,339.41,97.58,20,Rainy,1,99.49,Spring
2022-01-29,S005,P0007,Toys,East,343,210,38,219.03,51.01,10,Cloudy,1,46.74,Summer
2023-11-29,S005,P0005,Toys,East,260,152,160,168.07,37.66,15,Snowy,1,41.09,Spring
2022-09-06,S005,P0008,Toys,South,77,68,184,64.33,52.75,0,Snowy,0,51.57,Summer
2022-05-02,S005,P0015,Toys,East,98,10,68,28.76,99.41,10,Snowy,0,99.49,Winter
2023-12-22,S005,P0004,Toys,West,71,46,199,63.22,10.82,15,Cloudy,1,12.41,Spring
2022-09-11,S005,P0020,Toys,North,307,209,91,218.6,91.33,0,Rainy,1,88.3,Autumn
2022-10-26,S005,P0001,Toys,North,281,32,50,49.18,71.33,5,Sunny,1,70.07,Spring
2022-12-10,S005,P0007,Toys,East,70,36,27,38.36,43.39,10,Sunny,1,41.61,Autumn
2022-05-22,S005,P0009,Toys,South,110,61,129,74.11,44.97,5,Snowy,0,45.22,Autumn
2022-07-09,S005,P0004,Toys,South,162,4,29,17.39,11.17,0,Sunny,0,12.4,Winter
2022-01-04,S005,P0011,Toys,West,237,78,192,77.14,39.15,0,Snowy,1,35.15,Autumn
2022-09-19,S005,P0008,Toys,North,208,3,135,15.03,26.19,20,Sunny,0,27.84,Summer
2022-12-24,S005,P0012,Toys,West,366,139,153,142.45,54.56,10,Snowy,1,53.61,Spring
2023-08-25,S005,P0008,Toys,South,190,138,87,138.68,86.51,15,Sunny,1,83.72,Spring
2022-03-13,S005,P0001,Toys,North,169,93,144,106.27,36.05,15,Snowy,1,38.25,Summer
2023-10-06,S005,P0003,Toys,North,418,400,55,412.12,54.72,0,Snowy,0,58.56,Spring
2022-04-17,S005,P0001,Toys,West,112,20,151,11.2,26.29,10,Cloudy,0,28.89,Summer
2022-11-24,S005,P0014,Toys,South,177,150,104,158.43,73.53,0,Cloudy,0,77.45,Spring
2023-04-17,S005,P0001,Toys,East,255,196,169,196.6,43.42,10,Cloudy,1,48.05,Autumn
2022-06-11,S005,P0020,Toys,North,228,199,81,212.04,70.75,5,Cloudy,1,70.31,Autumn
2022-01-06,S005,P0009,Toys,South,87,70,44,81.01,46.58,0,Sunny,1,43.42,Autumn
2022-11-28,S005,P0008,Toys,North,138,24,30,29.32,17.04,10,Sunny,0,18.37,Autumn
2022-06-25,S005,P0015,Toys,West,393,257,59,261.1,86.89,10,Rainy,0,89.32,Spring
2022-08-27,S005,P0003,Toys,East,106,21,106,30.88,76.75,10,Cloudy,1,75.22,Spring
2023-07-17,S005,P0015,Toys,North,124,3,166,17.94,62.69,20,Cloudy,0,66.22,Summer
2022-02-23,S005,P0013,Toys,South,459,297,47,289.09,41.01,0,Rainy,1,42.76,Spring
2022-09-06,S005,P0018,Toys,West,253,44,151,61.82,72.63,10,Sunny,0,73.35,Summer
2022-10-17,S005,P0020,Toys,West,66,30,127,41.43,10.35,20,Cloudy,0,7.36,Winter
2023-11-15,S005,P0015,Toys,South,113,33,178,38.83,75.54,5,Cloudy,0,70.83,Summer
2023-07-06,S005,P0013,Toys,West,170,88,52,86.69,40.6,0,Cloudy,0,44.39,Autumn
2022-03-23,S005,P0004,Toys,North,289,52,29,46.81,14.74,5,Sunny,0,16.39,Spring
2022-05-16,S005,P0008,Toys,East,335,129,175,125.25,40.35,10,Rainy,0,39.1,Summer
2022-12-07,S005,P0019,Toys,West,213,87,101,101.29,67.47,0,Snowy,1,71.04,Autumn
2023-03-03,S005,P0005,Toys,West,281,39,78,54.75,44.48,15,Cloudy,0,43.27,Spring
2022-09-30,S005,P0003,Toys,West,128,45,199,62.01,40.59,5,Cloudy,0,38.69,Spring
2023-12-15,S005,P0005,Toys,West,426,315,151,306.24,98.02,5,Snowy,0,98.0,Spring
2022-03-26,S005,P0016,Toys,North,331,160,139,167.06,45.44,15,Rainy,1,48.14,Summer
2023-02-14,S005,P0007,Toys,North,288,160,87,155.83,18.94,10,Sunny,0,18.64,Autumn
2022-02-06,S005,P0019,Toys,West,209,47,69,51.81,33.59,10,Snowy,1,30.06,Summer
2023-07-26,S005,P0012,Toys,South,160,10,162,23.65,21.44,0,Sunny,0,26.12,Spring
2023-08-14,S005,P0015,Toys,South,451,430,181,440.08,99.64,10,Snowy,0,98.18,Spring
2022-10-04,S005,P0014,Toys,South,423,45,99,56.42,38.93,15,Snowy,1,43.89,Autumn
2022-07-30,S005,P0013,Toys,South,272,118,125,128.14,12.18,5,Snowy,0,15.37,Spring
2022-09-01,S005,P0004,Toys,South,285,146,83,165.68,94.65,10,Sunny,1,89.88,Autumn
2022-09-27,S005,P0001,Toys,West,460,429,174,447.55,43.18,10,Sunny,0,47.48,Autumn
2023-12-18,S005,P0014,Toys,South,305,167,175,185.38,19.28,20,Cloudy,0,20.8,Summer
2023-04-15,S005,P0002,Toys,West,245,113,64,103.29,71.42,0,Sunny,0,69.95,Autumn
2022-02-09,S005,P0007,Toys,West,397,185,154,182.97,53.25,5,Sunny,1,55.07,Autumn
2022-06-10,S005,P0020,Toys,South,60,40,66,45.24,66.01,10,Sunny,1,64.17,Autumn
2022-06-09,S005,P0006,Toys,West,418,34,181,29.37,23.81,5,Snowy,0,28.71,Summer
2022-09-10,S005,P0010,Toys,North,364,285,30,280.31,26.91,20,Snowy,1,25.65,Autumn
2023-10-14,S005,P0015,Toys,South,270,6,32,6.97,93.39,0,Snowy,1,97.98,Spring
2023-09-10,S005,P0013,Toys,South,364,264,197,265.79,62.11,10,Cloudy,0,66.31,Spring
2022-02-14,S005,P0009,Toys,East,482,235,77,251.11,95.94,10,Sunny,1,91.9,Summer
2023-10-09,S005,P0019,Toys,North,398,273,101,280.94,10.04,0,Snowy,1,10.43,Summer
2023-04-10,S005,P0015,Toys,North,169,104,34,101.27,94.39,10,Snowy,1,98.77,Spring
2023-01-10,S005,P0017,Toys,West,292,179,88,184.67,36.86,5,Rainy,0,39.41,Winter
2023-11-20,S005,P0019,Toys,North,238,94,147,96.72,55.03,20,Rainy,0,54.58,Autumn
2022-10-27,S005,P0001,Toys,South,71,15,129,26.0,29.83,20,Rainy,0,32.86,Spring
2022-01-05,S005,P0008,Toys,North,192,74,116,66.44,27.8,10,Sunny,1,31.34,Summer
2023-11-19,S005,P0015,Toys,South,242,63,103,62.98,81.16,10,Cloudy,0,85.3,Spring
2023-04-27,S005,P0016,Toys,West,229,172,51,174.55,17.15,0,Sunny,1,15.62,Autumn
2023-10-09,S005,P0008,Toys,South,287,187,114,202.61,69.02,10,Cloudy,1,73.84,Summer
2023-07-18,S005,P0007,Toys,North,103,76,129,69.05,49.66,10,Snowy,0,49.84,Spring
2022-08-07,S005,P0002,Toys,North,203,40,93,43.0,93.82,0,Rainy,0,94.39,Winter
2023-11-21,S005,P0018,Toys,North,233,199,181,192.77,33.67,15,Rainy,1,34.64,Autumn
2022-08-23,S005,P0004,Toys,South,92,77,163,86.08,10.66,10,Rainy,1,9.42,Autumn
2023-10-22,S005,P0008,Toys,North,153,95,166,94.09,15.52,20,Snowy,1,19.81,Winter
2023-01-16,S005,P0015,Toys,North,84,16,114,9.95,17.97,5,Rainy,1,20.83,Winter
2022-03-27,S005,P0012,Toys,South,490,71,183,62.11,91.73,15,Snowy,0,92.18,Autumn
2023-09-07,S005,P0014,Toys,North,428,202,105,221.79,17.83,15,Cloudy,0,22.51,Winter
2023-12-27,S005,P0019,Toys,North,385,352,187,342.23,96.43,10,Cloudy,1,94.7,Summer
2023-07-25,S005,P0004,Toys,North,428,209,39,199.84,77.22,20,Snowy,0,72.23,Summer
2023-04-20,S005,P0004,Toys,North,215,126,109,137.62,13.59,0,Rainy,0,9.46,Summer
2022-04-07,S005,P0011,Toys,West,137,124,167,120.84,82.19,15,Cloudy,1,81.35,Summer
2023-03-29,S005,P0012,Toys,North,280,271,41,272.53,44.05,0,Snowy,0,41.06,Autumn
2023-06-14,S005,P0016,Toys,South,178,48,102,43.48,84.36,20,Rainy,0,83.67,Winter
2023-09-07,S005,P0015,Toys,West,403,300,88,293.85,13.03,0,Snowy,1,13.1,Autumn
2023-12-06,S005,P0014,Toys,West,246,216,155,220.05,71.69,5,Rainy,0,72.05,Autumn
2022-03-05,S005,P0001,Toys,East,466,406,150,399.28,80.22,5,Rainy,1,77.94,Winter
2023-10-20,S005,P0005,Toys,West,404,285,117,278.11,54.41,5,Rainy,0,51.15,Winter
2023-03-28,S005,P0015,Toys,West,485,247,117,248.1,72.48,15,Sunny,1,76.18,Autumn
2022-08-22,S005,P0013,Toys,North,386,73,88,65.02,56.19,10,Snowy,0,58.5,Winter
2023-02-22,S005,P0018,Toys,North,258,65,166,81.14,93.83,5,Snowy,1,96.87,Winter
2023-10-15,S005,P0008,Toys,North,411,35,181,35.71,35.03,15,Cloudy,0,30.07,Winter
2022-03-18,S005,P0020,Toys,North,286,269,114,280.3,22.39,15,Snowy,1,24.38,Spring
2022-12-27,S005,P0010,Toys,North,290,35,78,46.8,28.98,0,Cloudy,0,27.49,Winter
2023-12-16,S005,P0015,Toys,East,291,262,47,278.47,98.61,0,Rainy,1,97.43,Summer
2023-06-02,S005,P0002,Toys,North,64,20,29,19.28,30.4,20,Snowy,1,29.66,Winter
2022-11-25,S005,P0016,Toys,South,61,57,88,60.68,52.71,5,Cloudy,1,49.37,Summer
2022-09-01,S005,P0015,Toys,South,303,66,181,61.04,61.68,5,Snowy,1,57.51,Summer
2022-12-26,S005,P0013,Toys,South,143,42,36,51.12,28.3,15,Cloudy,0,23.31,Autumn
2022-06-09,S005,P0001,Toys,West,105,21,182,26.4,83.81,0,Rainy,0,86.92,Summer
2023-04-21,S005,P0018,Toys,South,494,487,98,499.9,96.8,20,Sunny,1,98.07,Summer
2022-08-22,S005,P0011,Toys,West,173,64,44,79.99,85.27,20,Sunny,0,89.31,Spring
2022-04-03,S005,P0014,Toys,West,132,70,60,71.14,35.21,15,Rainy,1,30.61,Spring
2022-05-17,S005,P0015,Toys,West,51,13,168,17.75,48.75,5,Snowy,1,47.16,Summer
2023-04-05,S005,P0015,Toys,North,123,56,59,67.09,98.51,15,Snowy,0,102.74,Spring
2022-09-15,S005,P0020,Toys,South,393,190,152,200.78,71.4,0,Snowy,0,68.73,Autumn
2022-07-22,S005,P0005,Toys,West,420,103,56,100.43,77.85,15,Rainy,0,78.0,Autumn
2022-09-05,S005,P0004,Toys,North,294,76,27,73.81,93.39,0,Snowy,0,92.31,Spring
2023-08-17,S005,P0011,Toys,East,377,183,146,188.47,15.77,15,Sunny,0,19.15,Summer
2023-10-30,S005,P0007,Toys,East,216,112,67,124.59,32.6,20,Rainy,0,33.97,Autumn
2023-02-12,S005,P0004,Toys,East,162,155,168,158.96,93.19,5,Rainy,1,96.45,Autumn
2023-09-23,S005,P0009,Toys,North,309,204,129,199.98,42.97,5,Sunny,0,42.11,Autumn
2023-07-14,S005,P0006,Toys,East,353,66,70,72.04,61.82,15,Cloudy,0,57.28,Summer
2023-06-05,S005,P0005,Toys,South,315,114,29,130.75,44.38,10,Cloudy,1,47.67,Winter
2022-07-19,S005,P0016,Toys,South,150,94,120,98.51,98.47,10,Cloudy,1,94.68,Autumn
2023-03-20,S005,P0011,Toys,South,449,228,179,221.46,42.46,10,Cloudy,1,45.79,Autumn
2022-12-20,S005,P0020,Toys,North,341,165,39,172.37,92.68,20,Snowy,1,88.65,Spring
2022-07-11,S005,P0007,Toys,East,427,367,165,382.71,27.65,15,Snowy,1,29.97,Winter
2023-03-09,S005,P0014,Toys,South,312,303,126,301.04,58.81,5,Snowy,1,61.77,Spring
2022-11-22,S005,P0017,Toys,West,102,41,28,51.17,89.86,20,Snowy,1,86.95,Summer
2023-06-01,S005,P0018,Toys,North,477,127,124,125.18,53.13,15,Sunny,1,51.8,Spring
2023-12-02,S005,P0020,Toys,East,257,170,140,173.87,59.22,10,Cloudy,1,61.97,Autumn
2022-09-21,S005,P0009,Toys,South,440,5,170,9.96,64.85,20,Cloudy,0,62.89,Spring
2023-07-24,S005,P0001,Toys,West,249,125,172,129.74,89.38,10,Rainy,1,85.13,Winter
2022-09-13,S005,P0001,Toys,South,303,87,136,104.28,63.77,5,Sunny,1,67.83,Summer
2023-04-21,S005,P0009,Toys,South,53,20,84,32.91,37.81,5,Rainy,0,40.66,Autumn
2022-12-12,S005,P0017,Toys,North,157,69,74,65.64,95.22,10,Snowy,0,96.57,Autumn
2023-03-28,S005,P0001,Toys,South,349,111,48,121.05,91.9,15,Cloudy,1,96.13,Spring
2023-07-08,S005,P0003,Toys,West,482,138,39,157.4,39.56,5,Rainy,0,35.73,Spring
2023-09-02,S005,P0012,Toys,West,135,48,191,51.8,50.47,5,Cloudy,1,54.15,Winter
2023-09-25,S005,P0004,Toys,North,199,70,166,73.54,46.35,0,Snowy,0,45.13,Summer
2022-02-01,S005,P0020,Toys,West,248,17,191,30.92,55.91,5,Rainy,0,56.95,Summer
2023-05-29,S005,P0007,Toys,South,435,267,136,277.16,13.0,10,Snowy,0,14.02,Spring
2023-07-17,S005,P0017,Toys,North,300,183,22,178.41,63.0,10,Snowy,0,65.11,Spring
2022-08-10,S005,P0016,Toys,East,132,55,35,51.98,85.95,0,Sunny,1,83.47,Summer
2023-08-23,S005,P0012,Toys,West,374,151,93,163.29,74.46,20,Sunny,0,76.39,Autumn
2022-11-30,S005,P0005,Toys,South,491,108,31,104.49,11.77,5,Rainy,1,14.54,Autumn
2022-09-11,S005,P0015,Toys,South,322,136,141,130.91,84.35,20,Cloudy,0,81.36,Autumn
2022-03-29,S005,P0006,Toys,East,357,319,143,322.8,57.01,15,Cloudy,1,56.51,Winter
2022-09-10,S005,P0020,Toys,East,227,123,88,140.8,74.27,5,Rainy,1,70.0,Autumn
2023-01-03,S005,P0003,Toys,East,158,132,115,123.75,38.18,0,Rainy,1,38.9,Winter
2022-06-14,S005,P0018,Toys,West,64,44,41,50.55,56.17,20,Cloudy,0,58.65,Autumn
2022-07-24,S005,P0007,Toys,East,69,38,50,29.29,80.09,15,Snowy,0,81.13,Autumn
2023-05-06,S005,P0015,Toys,South,215,100,175,114.29,58.26,10,Rainy,0,61.08,Spring
2023-05-25,S005,P0007,Toys,North,390,175,161,181.41,79.21,15,Sunny,1,75.22,Winter
2023-05-28,S005,P0004,Toys,East,359,341,75,350.88,85.8,0,Sunny,0,85.33,Winter
2022-09-05,S005,P0016,Toys,West,402,396,179,402.55,47.88,15,Snowy,0,49.14,Autumn
2022-11-03,S005,P0012,Toys,South,366,208,109,220.16,92.31,20,Rainy,0,91.24,Summer
2023-09-17,S005,P0005,Toys,West,430,127,117,140.43,46.89,5,Sunny,1,50.68,Autumn
2023-02-10,S005,P0008,Toys,South,418,268,104,274.76,53.79,0,Snowy,0,51.0,Autumn
2022-02-05,S005,P0011,Toys,South,342,254,164,265.21,15.83,15,Snowy,0,17.45,Summer
2022-02-24,S005,P0008,Toys,East,115,112,119,128.32,55.66,5,Rainy,0,57.2,Autumn
2023-11-08,S005,P0018,Toys,East,351,293,143,291.71,49.33,15,Cloudy,0,44.48,Winter
2022-03-31,S005,P0010,Toys,South,154,17,27,29.91,85.07,0,Cloudy,0,81.52,Winter
2023-10-14,S005,P0003,Toys,North,342,151,142,158.15,11.84,0,Snowy,1,13.0,Autumn
2022-03-27,S005,P0009,Toys,North,472,90,112,81.79,15.9,10,Cloudy,0,16.62,Summer
2023-05-20,S005,P0019,Toys,West,290,91,49,90.62,98.35,0,Snowy,0,96.55,Spring
2022-01-05,S005,P0002,Toys,West,98,59,94,62.06,26.25,15,Snowy,1,28.27,Autumn
2022-06-23,S005,P0012,Toys,South,340,308,23,327.68,44.77,5,Cloudy,1,42.47,Spring
2022-10-16,S005,P0012,Toys,South,152,16,180,23.5,80.47,15,Sunny,0,85.43,Autumn
2022-05-13,S005,P0006,Toys,South,77,49,34,45.5,80.55,10,Sunny,0,85.22,Spring
2022-08-06,S005,P0005,Toys,West,364,356,20,372.71,99.19,5,Snowy,0,95.94,Summer
2023-10-31,S005,P0020,Toys,East,262,119,65,136.02,55.62,10,Rainy,0,55.54,Winter
2023-05-23,S005,P0015,Toys,East,90,9,64,25.75,82.53,20,Rainy,0,85.75,Autumn
2022-01-03,S005,P0017,Toys,East,154,19,116,37.45,41.28,10,Rainy,0,40.59,Spring
2023-08-15,S005,P0013,Toys,East,392,31,178,42.64,72.11,0,Sunny,1,68.14,Spring
2023-07-13,S005,P0017,Toys,North,419,1,162,7.47,38.98,15,Snowy,1,39.19,Autumn
2023-11-22,S005,P0001,Toys,East,80,16,103,31.77,32.8,10,Cloudy,1,29.5,Winter
2023-03-30,S005,P0006,Toys,South,272,63,199,82.51,22.56,20,Cloudy,1,17.68,Spring
2022-07-15,S005,P0013,Toys,West,87,36,93,29.97,91.51,15,Snowy,1,93.51,Summer
2022-11-21,S005,P0017,Toys,North,248,14,31,23.8,46.63,5,Rainy,0,51.34,Autumn
2023-11-08,S005,P0019,Toys,North,410,66,165,75.33,72.5,5,Snowy,0,73.48,Winter
2022-07-05,S005,P0006,Toys,East,220,133,149,139.3,60.78,5,Rainy,1,61.78,Winter
2022-06-01,S005,P0017,Toys,North,244,99,43,107.73,49.76,5,Cloudy,1,47.98,Winter
2022-01-23,S005,P0009,Toys,East,105,103,196,122.51,53.0,10,Sunny,0,56.84,Autumn
2023-11-20,S005,P0013,Toys,West,304,43,101,37.18,76.61,0,Snowy,1,81.19,Summer
2022-02-02,S005,P0014,Toys,North,397,160,35,170.73,35.78,15,Cloudy,0,37.2,Winter
2023-02-28,S005,P0004,Toys,West,228,94,86,92.1,83.26,15,Sunny,1,87.61,Summer
2022-07-29,S005,P0004,Toys,West,257,140,180,152.69,99.54,5,Snowy,0,100.76,Spring
2022-03-21,S005,P0018,Toys,East,62,34,69,29.89,90.75,10,Snowy,1,88.56,Autumn
2023-09-26,S005,P0001,Toys,West,317,185,91,200.86,19.37,0,Sunny,0,17.84,Summer
2023-05-18,S005,P0008,Toys,West,88,23,110,37.79,11.96,20,Rainy,0,9.81,Autumn
2022-11-15,S005,P0011,Toys,West,418,357,32,361.76,39.14,20,Sunny,1,41.05,Summer
2023-02-18,S005,P0018,Toys,West,135,110,95,124.52,81.34,0,Sunny,1,77.09,Autumn
2023-12-12,S005,P0011,Toys,North,485,187,23,179.57,45.53,0,Rainy,1,46.03,Spring
2022-01-04,S005,P0003,Toys,South,439,263,107,266.77,29.2,5,Snowy,0,30.66,Winter
2023-07-10,S005,P0010,Toys,East,426,90,131,86.74,11.94,15,Sunny,1,10.4,Spring
2022-08-25,S005,P0006,Toys,West,359,247,76,255.25,78.76,5,Cloudy,1,79.03,Winter
2022-02-23,S005,P0019,Toys,West,167,31,74,22.02,37.99,15,Snowy,1,40.84,Spring
2023-04-14,S005,P0012,Toys,West,303,95,155,98.89,39.11,0,Sunny,0,37.54,Autumn
2022-02-27,S005,P0020,Toys,East,383,362,105,376.18,68.18,0,Snowy,1,63.28,Winter
2023-08-10,S005,P0009,Toys,South,138,8,49,-1.93,75.33,10,Rainy,1,76.99,Winter
2022-10-22,S005,P0002,Toys,North,285,121,122,136.79,46.35,15,Cloudy,1,44.4,Spring
2023-04-21,S005,P0014,Toys,South,500,131,62,121.5,80.25,0,Cloudy,1,82.89,Winter
2022-07-18,S005,P0006,Toys,East,333,38,94,34.8,25.79,10,Rainy,1,22.14,Autumn
2023-06-26,S005,P0005,Toys,North,254,245,95,259.13,46.67,20,Sunny,0,51.1,Winter
2023-04-07,S005,P0007,Toys,West,440,53,92,52.27,70.16,20,Sunny,1,68.74,Spring
2023-02-15,S005,P0010,Toys,South,388,233,26,239.88,71.19,20,Rainy,0,67.17,Summer
2022-05-06,S005,P0006,Toys,North,138,25,48,34.53,28.31,0,Cloudy,1,25.47,Spring
2023-04-06,S005,P0004,Toys,South,201,32,153,23.07,62.72,20,Rainy,1,65.17,Summer
2022-11-13,S005,P0020,Toys,South,59,44,22,63.86,78.6,15,Snowy,1,81.77,Winter
2022-08-27,S005,P0001,Toys,North,314,66,139,72.78,29.85,5,Sunny,1,24.97,Winter
2022-10-08,S005,P0001,Toys,South,309,174,56,191.16,16.42,5,Snowy,0,20.26,Autumn
2022-04-14,S005,P0015,Toys,South,194,135,87,127.71,74.44,0,Snowy,0,72.72,Spring
2022-08-18,S005,P0013,Toys,East,122,20,140,39.32,19.07,10,Snowy,0,17.83,Spring
2023-06-26,S005,P0008,Toys,East,439,307,45,308.02,54.46,0,Sunny,0,52.83,Winter
2022-04-27,S005,P0013,Toys,East,59,51,115,52.55,12.22,20,Cloudy,1,13.53,Winter
2023-05-17,S005,P0016,Toys,West,159,69,48,59.76,91.81,20,Rainy,1,95.94,Spring
